id,Mk,Cn,e (g/km),Ft,Column1,e (g/m)
452389,VAUXHALL,CORSA-ENERGY-AC-ECO-TURBO-S/S,119,PETROL,,0.119
440579,VAUXHALL,CORSA-ENERGY-ECOFLEX,118,PETROL,,0.118
452313,VAUXHALL,CORSA-EXCITE,120,PETROL,,0.12
396286,VAUXHALL,CORSA-EXCITE-AC,129,PETROL,,0.129
440576,VAUXHALL,CORSA-EXCITE-AC-CDTI-EFLEX-S/S,99,diesel,,0.099
484449,VAUXHALL,CORSA-EXCITE-AC-ECOFLEX,120,PETROL,,0.12
86402,VAUXHALL,CORSA-EXCITE-AC-ECOFLEX-S/S,120,PETROL,,0.12
377149,VAUXHALL,CORSA-EXCITE-AC-ECOFLEX-S/S-SA,110,PETROL,,0.11
452514,VAUXHALL,CORSA-LIFE,126,PETROL,,0.126
458053,VAUXHALL,CORSA-LIMITED-EDIT-ECOFLEX-S/S,117,PETROL,,0.117
421831,VAUXHALL,CORSA-LIMITED-EDITION,129,PETROL,,0.129
452323,VAUXHALL,CORSA-LIMITED-EDITION-ECOFLEX,120,PETROL,,0.12
86403,VAUXHALL,CORSA-LIMITED-EDITION-S/S,123,PETROL,,0.123
452524,VAUXHALL,CORSA-RED-EDITION-TURBO-S/S,133,PETROL,,0.133
67265,VAUXHALL,CORSA-SE,137,PETROL,,0.137
464281,VAUXHALL,CORSA-SE-AUTO,139,PETROL,,0.139
53761,VAUXHALL,CORSA-SE-CDTI-ECOFLEX,115,diesel,,0.115
434304,VAUXHALL,CORSA-SE-CDTI-ECOFLEX-S/S,99,diesel,,0.099
440588,VAUXHALL,CORSA-SE-ECOFLEX,120,PETROL,,0.12
445982,VAUXHALL,CORSA-SE-ECOFLEX-S/S,122,PETROL,,0.122
452518,VAUXHALL,CORSA-SRI,124,PETROL,,0.124
92965,VAUXHALL,CORSA-SRI-AUTO,139,PETROL,,0.139
471141,VAUXHALL,CORSA-SRI-CDTI-ECOFLEX-S/S,100,diesel,,0.1
434397,VAUXHALL,CORSA-SRI-ECOFLEX,120,PETROL,,0.12
61424,VAUXHALL,CORSA-SRI-ECOFLEX-S/S,120,PETROL,,0.12
42008,VAUXHALL,CORSA-SRI-VX-LINE,126,PETROL,,0.126
371837,VAUXHALL,CORSA-SRI-VX-LINE-AUTO,140,PETROL,,0.14
98807,VAUXHALL,CORSA-SRI-VX-LINE-CDTI-ECO-S/S,100,diesel,,0.1
408527,VAUXHALL,CORSA-SRI-VX-LINE-ECOFLEX,120,PETROL,,0.12
440590,VAUXHALL,CORSA-SRI-VX-LINE-ECOFLEX-S/S,117,PETROL,,0.117
73831,VAUXHALL,CORSA-SRI-VX-LINE-S/S,123,PETROL,,0.123
470902,VAUXHALL,CORSA-STING,124,PETROL,,0.124
446191,VAUXHALL,CORSA-STING-ECOFLEX,120,PETROL,,0.12
396291,VAUXHALL,CORSA-STING-R-ECOFLEX-S/S,114,PETROL,,0.114
53772,VAUXHALL,CORSA-SXI,124,PETROL,,0.124
67365,VAUXHALL,CORSA-SXI-AC,129,PETROL,,0.129
408518,VAUXHALL,CORSA-VXR,174,PETROL,,0.174
452540,VAUXHALL,INSIG-CTRYTOUR-NAV-CDTI-ECO-SS,124,diesel,,0.124
434320,VAUXHALL,INSIGNIA-CTRY-TOUR-CDTI-ECO-SS,124,diesel,,0.124
402811,VAUXHALL,INSIGNIA-C-TRYTOUR-NAV4X4-BT-A,174,diesel,,0.174
470826,VAUXHALL,INSIGNIA-DESIGN,169,PETROL,,0.169
371931,VAUXHALL,INSIGNIA-DESIGN-CDTI-AUTO,145,diesel,,0.145
106028,VAUXHALL,INSIGNIA-DESIGN-CDTI-ECO-S/S,104,diesel,,0.104
440671,VAUXHALL,INSIGNIA-DESIGN-CDTI-EFLEX-S/S,124,diesel,,0.124
47921,VAUXHALL,INSIGNIA-DESIGN-NAV-CDTI-AUTO,149,diesel,,0.149
478147,VAUXHALL,INSIGNIA-DESIGN-NAV-S/S,131,PETROL,,0.131
421596,VAUXHALL,INSIGNIA-DESIGN-S/S,136,PETROL,,0.136
440514,VAUXHALL,INSIGNIA-DSIGN-NAV-CDTI-ECO-SS,124,diesel,,0.124
2682,VAUXHALL,INSIGNIA-ELITE-CDTI-AUTO,149,diesel,,0.149
470836,VAUXHALL,INSIGNIA-ELITE-CDTI-ECOFLEX-SS,124,diesel,,0.124
470827,VAUXHALL,INSIGNIA-ELITE-NAV-CDTI-AUTO,149,diesel,,0.149
470866,VAUXHALL,INSIGNIA-ELITE-NAV-CDTI-ECO-SS,124,diesel,,0.124
471052,VAUXHALL,INSIGNIA-ELITE-NAV-TURBO-AUTO,189,PETROL,,0.189
67216,VAUXHALL,INSIGNIA-EMER-CY-SERV-CDTI-S/S,124,diesel,,0.124
452501,VAUXHALL,INSIGNIA-EM-Y-SERV-CDTISS-4X4A,165,diesel,,0.165
67381,VAUXHALL,INSIGNIA-ENERGY,169,PETROL,,0.169
85796,VAUXHALL,INSIGNIA-ENERGY-CDTI,119,diesel,,0.119
477916,VAUXHALL,INSIGNIA-ENERGY-CDTI-AUTO,147,diesel,,0.147
452537,VAUXHALL,INSIGNIA-ENERGY-CDTI-ECO-S/S,114,diesel,,0.114
112603,VAUXHALL,INSIGNIA-ENERGY-CDTI-EFLEX-S/S,124,diesel,,0.124
470855,VAUXHALL,INSIGNIA-ENERGY-S/S,129,PETROL,,0.129
452329,VAUXHALL,INSIGNIA-LIMITED-EDITION,169,PETROL,,0.169
427890,VAUXHALL,INSIGNIA-LIMITED-EDITION-CDTI,119,diesel,,0.119
470849,VAUXHALL,INSIGNIA-LIMITED-EDITION-S/S,129,PETROL,,0.129
371917,VAUXHALL,INSIGNIA-LTD-ED-CDTI-ECO-S/S,114,diesel,,0.114
421592,VAUXHALL,INSIGNIA-LTD-ED-CDTI-EFLEX-S/S,124,diesel,,0.124
478145,VAUXHALL,INSIGNIA-LTD-EDITION-CDTI-AUTO,149,diesel,,0.149
440515,VAUXHALL,INSIGNIA-SE-CDTI-AUTO,147,diesel,,0.147
80224,VAUXHALL,INSIGNIA-SE-CDTI-ECOFLEX-S/S,124,diesel,,0.124
47913,VAUXHALL,INSIGNIA-SE-S/S,124,PETROL,,0.124
86286,VAUXHALL,INSIGNIA-SRI,169,PETROL,,0.169
80319,VAUXHALL,INSIGNIA-SRI-CDTI,127,diesel,,0.127
85808,VAUXHALL,INSIGNIA-SRI-CDTI-AUTO,149,diesel,,0.149
470834,VAUXHALL,INSIGNIA-SRI-CDTI-ECOFLEX-S/S,124,diesel,,0.124
440505,VAUXHALL,INSIGNIA-SRI-CDTI-S/S,114,diesel,,0.114
452395,VAUXHALL,INSIGNIA-SRI-NAV,169,PETROL,,0.169
402824,VAUXHALL,INSIGNIA-SRI-NAV-CDTI,114,diesel,,0.114
452324,VAUXHALL,INSIGNIA-SRI-NAV-CDTI-AUTO,149,diesel,,0.149
452392,VAUXHALL,INSIGNIA-SRI-NAV-CDTI-ECO-S/S,98,diesel,,0.098
452327,VAUXHALL,INSIGNIA-SRI-NAV-CDTI-EFLEX-SS,124,diesel,,0.124
47939,VAUXHALL,INSIGNIA-SRI-NAV-CDTI-S/S,109,diesel,,0.109
452541,VAUXHALL,INSIGNIA-SRI-NAV-S/S,129,PETROL,,0.129
434318,VAUXHALL,INSIGNIA-SRI-NAV-VX-CDTIECO-SS,119,diesel,,0.119
470865,VAUXHALL,INSIGNIA-SRI-NAV-VX-LINE-CDTIA,149,diesel,,0.149
402822,VAUXHALL,INSIGNIA-SRI-NAV-VX-LINE-T-A,186,PETROL,,0.186
470864,VAUXHALL,INSIGNIA-SRI-NAV-VX-LINE-T-S/S,174,PETROL,,0.174
452396,VAUXHALL,INSIGNIA-SRI-NAV-VXLNE-CDTI-SS,124,diesel,,0.124
458180,VAUXHALL,INSIGNIA-SRI-S/S,129,PETROL,,0.129
440598,VAUXHALL,INSIGNIA-SRI-VX-CDTI-EFLEX-S/S,124,diesel,,0.124
471042,VAUXHALL,INSIGNIA-SRI-VX-LINE-CDTI-AUTO,149,diesel,,0.149
80509,VAUXHALL,INSIGNIA-SRI-VXLINE-CDTI-BTS/S,129,diesel,,0.129
67295,VAUXHALL,INSIGNIA-SRI-VX-LINE-CDTI-S/S,124,diesel,,0.124
489970,VAUXHALL,INSIGNIA-SRI-VX-LINE-TURBO-S/S,174,PETROL,,0.174
440500,VAUXHALL,INSIGNIA-SR-NAV-CDTI-ECO-S/S,114,diesel,,0.114
471051,VAUXHALL,INSIGNIA-TECH-LINE-CDTI-AUTO,149,diesel,,0.149
470837,VAUXHALL,INSIGNIA-TECHLINE-CDTI-ECO-S/S,124,diesel,,0.124
477922,VAUXHALL,INSIGNIA-TECH-LINE-CDTI-ECO-SS,124,diesel,,0.124
477915,VAUXHALL,INSIGNIA-TECH-LINE-S/S,129,PETROL,,0.129
440672,VAUXHALL,INSIGNIA-VXR-SUPERSPORT,249,PETROL,,0.249
440635,VAUXHALL,INSIGNIA-VXR-SUPERSPORT-AUTO,253,PETROL,,0.253
446200,VAUXHALL,INSIG-SRI-NAV-VX-CDTI-EFLEX-SS,124,diesel,,0.124
105528,VAUXHALL,MERIVA-ACTIVE,120,PETROL,,0.12
440520,VAUXHALL,MERIVA-CLUB,140,PETROL,,0.14
471057,VAUXHALL,MERIVA-CLUB-CDTI-ECOFLEX-S/S,116,diesel,,0.116
164339,VAUXHALL,MERIVA-CLUB-TURBO,149,PETROL,,0.149
47927,VAUXHALL,MERIVA-CLUB-TURBO-AUTO,166,PETROL,,0.166
142949,VAUXHALL,MERIVA-ENERGY-CDTI,124,diesel,,0.124
471055,VAUXHALL,MERIVA-EXCLUSIV-AC,140,PETROL,,0.14
15088,VAUXHALL,MERIVA-EXCLUSIV-AC-AUTO,166,PETROL,,0.166
440676,VAUXHALL,MERIVA-EXCLUSIV-AC-CDTI-AUTO,160,diesel,,0.16
334254,VAUXHALL,MERIVA-EXCLUSIV-AC-CDTI-ECOFLX,119,diesel,,0.119
458189,VAUXHALL,MERIVA-EXCLUSIV-AC-CDTIECO-S/S,116,diesel,,0.116
471056,VAUXHALL,MERIVA-EXCLUSIV-AC-TURBO,149,PETROL,,0.149
458283,VAUXHALL,MERIVA-EXC-SIV-AC-ECO-CDTI-S/S,105,diesel,,0.105
86294,VAUXHALL,MERIVA-LIFE,140,PETROL,,0.14
421601,VAUXHALL,MERIVA-SE,140,PETROL,,0.14
470841,VAUXHALL,MERIVA-SE-AUTO,166,PETROL,,0.166
452405,VAUXHALL,MERIVA-SE-CDTI,116,diesel,,0.116
421602,VAUXHALL,MERIVA-SE-CDTI-ECOFLEX-S/S,99,diesel,,0.099
440679,VAUXHALL,MERIVA-SE-TURBO,149,PETROL,,0.149
452404,VAUXHALL,MERIVA-TECH-LINE,140,PETROL,,0.14
452403,VAUXHALL,MERIVA-TECHLINE-CDTI-EFLEX-S/S,116,diesel,,0.116
124421,VAUXHALL,MOKKA-EXCLUSIV-CDTI-AUTO,134,diesel,,0.134
408765,VAUXHALL,MOKKA-EXCLUSIV-CDTI-ECOFLEX-SS,109,diesel,,0.109
478161,VAUXHALL,MOKKA-EXCLUSIV-CDTI-S/S,120,diesel,,0.12
98969,VAUXHALL,MOKKA-EXCLUSIV-CDTI-S/S-4X4,129,diesel,,0.129
489991,VAUXHALL,MOKKA-EXCLUSIV-S/S,159,PETROL,,0.159
35192,VAUXHALL,MOKKA-EXCLUSIV-TURBO-AUTO,160,PETROL,,0.16
61369,VAUXHALL,MOKKA-EXCLUSIV-TURBO-S/S,149,PETROL,,0.149
408764,VAUXHALL,MOKKA-EXCLUSIV-TURBO-S/S-4X4,155,PETROL,,0.155
471156,VAUXHALL,MOKKA-LIMITED-EDITION-CDTI-S/S,114,diesel,,0.114
164349,VAUXHALL,MOKKA-LIMITED-EDITION-TURBO-SS,145,PETROL,,0.145
471154,VAUXHALL,MOKKA-SE-CDTI-AUTO,139,diesel,,0.139
105552,VAUXHALL,MOKKA-SE-CDTI-ECOFLEX-S/S,109,diesel,,0.109
67314,VAUXHALL,MOKKA-SE-CDTI-S/S,120,diesel,,0.12
28343,VAUXHALL,MOKKA-SE-CDTI-S/S-4X4,129,diesel,,0.129
452601,VAUXHALL,MOKKA-SE-S/S,159,PETROL,,0.159
124420,VAUXHALL,MOKKA-SE-TURBO-AUTO,160,PETROL,,0.16
28429,VAUXHALL,MOKKA-SE-TURBO-S/S,145,PETROL,,0.145
452600,VAUXHALL,MOKKA-SE-TURBO-S/S-4X4,155,PETROL,,0.155
86448,VAUXHALL,MOKKA-TECH-LINE-CDTI-AUTO,134,diesel,,0.134
67315,VAUXHALL,MOKKA-TECH-LINE-CDTI-ECO-S/S,109,diesel,,0.109
2627,VAUXHALL,MOKKA-TECH-LINE-CDTI-S/S,120,diesel,,0.12
98968,VAUXHALL,MOKKA-TECH-LINE-CDTI-S/S-4X4,129,diesel,,0.129
402881,VAUXHALL,MOKKA-TECH-LINE-S/S,159,PETROL,,0.159
136873,VAUXHALL,MOKKA-TECH-LINE-S/S-4X4-TURBO,149,PETROL,,0.149
484426,VAUXHALL,MOKKA-TECH-LINE-TURBO-AUTO,160,PETROL,,0.16
67316,VAUXHALL,MOKKA-TECH-LINE-TURBO-S/S,145,PETROL,,0.145
452347,VAUXHALL,MOKKA-TECH-LINE-TURBO-S/S-4X4,155,PETROL,,0.155
142965,VAUXHALL,MOKKA-X-ACTIVE-CDTI-AUTO,132,diesel,,0.132
2628,VAUXHALL,MOKKA-X-ACTIVE-CDTI-ECOFLEX-SS,106,diesel,,0.106
489811,VAUXHALL,MOKKA-X-ACTIVE-CDTI-S/S,114,diesel,,0.114
452604,VAUXHALL,MOKKA-X-ACTIVE-CDTI-S/S-4X4,124,diesel,,0.124
440690,VAUXHALL,MOKKA-X-ACTIVE-S/S,155,PETROL,,0.155
458203,VAUXHALL,MOKKA-X-ACTIVE-TURBO-AUTO,149,PETROL,,0.149
112726,VAUXHALL,MOKKA-X-ACTIVE-TURBO-S/S,140,PETROL,,0.14
402884,VAUXHALL,MOKKA-X-ACTIVE-TURBO-S/S-4X4,152,PETROL,,0.152
414832,VAUXHALL,MOKKA-X-ACTIVE-TURBO-S/S-4X4-A,150,PETROL,,0.15
470984,VAUXHALL,MOKKA-X-DESIGN-NAV-CDTI-AUTO,132,diesel,,0.132
377184,VAUXHALL,MOKKA-X-DESIGN-NAV-CDTI-ECO-SS,106,diesel,,0.106
470986,VAUXHALL,MOKKA-X-DESIGN-NAV-CDTI-S/S,114,diesel,,0.114
61372,VAUXHALL,MOKKA-X-DESIGN-NAV-CDTI-SS-4X4,124,diesel,,0.124
53810,VAUXHALL,MOKKA-X-DESIGN-NAV-S/S,155,PETROL,,0.155
490006,VAUXHALL,MOKKA-X-DESIGN-NAV-TURBO-AUTO,149,PETROL,,0.149
408768,VAUXHALL,MOKKA-X-DESIGN-NAV-TURBO-S/S,140,PETROL,,0.14
67319,VAUXHALL,MOKKA-X-DESIGN-NAV-TURBO-SS4X4,152,PETROL,,0.152
471157,VAUXHALL,MOKKA-X-DESIGN-NAV-TUR-SS-4X4A,150,PETROL,,0.15
489752,VAUXHALL,MOKKA-X-ELITE-CDTI-AUTO,132,diesel,,0.132
484429,VAUXHALL,MOKKA-X-ELITE-CDTI-ECOFLEX-S/S,106,diesel,,0.106
470983,VAUXHALL,MOKKA-X-ELITE-CDTI-S/S,114,diesel,,0.114
452350,VAUXHALL,MOKKA-X-ELITE-CDTI-S/S-4X4,124,diesel,,0.124
490005,VAUXHALL,MOKKA-X-ELITE-NAV-CDTI-AUTO,132,diesel,,0.132
61371,VAUXHALL,MOKKA-X-ELITE-NAV-CDTI-ECO-S/S,106,diesel,,0.106
67321,VAUXHALL,MOKKA-X-ELITE-NAV-CDTI-S/S,114,diesel,,0.114
28346,VAUXHALL,MOKKA-X-ELITE-NAV-CDTI-S/S-4X4,124,diesel,,0.124
67320,VAUXHALL,MOKKA-X-ELITE-NAV-S/S,155,PETROL,,0.155
440691,VAUXHALL,MOKKA-X-ELITE-NAV-TURBO-AUTO,149,PETROL,,0.149
112727,VAUXHALL,MOKKA-X-ELITE-NAV-TURBO-S/S,140,PETROL,,0.14
124422,VAUXHALL,MOKKA-X-ELITE-NAV-TURBO-SS-4X4,152,PETROL,,0.152
458296,VAUXHALL,MOKKA-X-ELITE-NAV-TUR-SS-4X4-A,150,PETROL,,0.15
28430,VAUXHALL,MOKKA-X-ELITE-S/S,155,PETROL,,0.155
489750,VAUXHALL,MOKKA-X-ELITE-TURBO-AUTO,149,PETROL,,0.149
28396,VAUXHALL,MOKKA-X-ELITE-TURBO-S/S,140,PETROL,,0.14
440653,VAUXHALL,MOKKA-X-ELITE-TURBO-S/S-4X4,152,PETROL,,0.152
61370,VAUXHALL,MOKKA-X-ELITE-TURBO-S/S-4X4-A,150,PETROL,,0.15
452399,VAUXHALL,MOVANO-F3500-L2H2-CDTI-S/S,173,diesel,,0.173
484326,VAUXHALL,VECTRA-2.0-DI-CDX,122,PETROL,,0.122
15084,VAUXHALL,VIVARO-2700-SPORTIVE-CDTI,170,diesel,,0.17
458280,VAUXHALL,VIVARO-2900-COMBI-CDTI-BT-S/S,149,diesel,,0.149
86291,VAUXHALL,VIVARO-2900-COMBI-CDTI-ECO-S/S,155,diesel,,0.155
470869,VAUXHALL,VIVARO-CDTI,174,diesel,,0.174
470839,VAUXHALL,VIVARO-CDTI-S/S,149,diesel,,0.149
458282,VAUXHALL,VIVARO-COMBI-CDTI-ECOFLEX-S/S,164,diesel,,0.164
470868,VAUXHALL,VIVARO-COMBI-CDTI-S/S,149,diesel,,0.149
440654,VAUXHALL,VIVA-SE,104,PETROL,,0.104
61373,VAUXHALL,VIVA-SE-AC,104,PETROL,,0.104
471160,VAUXHALL,VIVA-SE-ECOFLEX,99,PETROL,,0.099
470987,VAUXHALL,VIVA-SL,104,PETROL,,0.104
112730,VAUXHALL,VIVA-SL-S-A,103,PETROL,,0.103
470901,VAUXHALL,ZAFIRA-EXCLUSIV,100,PETROL,,0.1
142955,VAUXHALL,ZAFIRA-TOURER-DESIGN,158,PETROL,,0.158
47962,VAUXHALL,ZAFIRA-TOURER-DESIGN-AUTO,168,PETROL,,0.168
440643,VAUXHALL,ZAFIRA-TOURER-DESIGN-CDTI-AUTO,161,diesel,,0.161
47933,VAUXHALL,ZAFIRA-TOURER-DESIGN-CDTI-S/S,129,diesel,,0.129
471149,VAUXHALL,ZAFIRA-TOURER-DESIGN-TUBRO-A,160,PETROL,,0.16
47970,VAUXHALL,ZAFIRA-TOURER-DESIGN-TURBO,158,PETROL,,0.158
440687,VAUXHALL,ZAFIRA-TOURER-DSGN-CDTI-ECO-SS,119,diesel,,0.119
458290,VAUXHALL,ZAFIRA-TOURER-ELITE-CDTI-AUTO,161,diesel,,0.161
470969,VAUXHALL,ZAFIRA-TOURER-ELITE-CDTIECO-SS,119,diesel,,0.119
421612,VAUXHALL,ZAFIRA-TOURER-ELITE-CDTI-S/S,137,diesel,,0.137
470847,VAUXHALL,ZAFIRA-TOURER-ELITE-NAV-CDTI-A,161,diesel,,0.161
489998,VAUXHALL,ZAFIRA-TOURER-ELITE-NAV-TUR-A,160,PETROL,,0.16
452597,VAUXHALL,ZAFIRA-TOURER-ELITE-NAV-TURBO,158,PETROL,,0.158
452598,VAUXHALL,ZAFIRA-TOURER-ELITE-TURBO,158,PETROL,,0.158
402874,VAUXHALL,ZAFIRA-TOURER-ELITE-TURBO-AUTO,168,PETROL,,0.168
124419,VAUXHALL,ZAFIRA-TOURER-ELT-NAV-CDTI-SS,137,diesel,,0.137
414822,VAUXHALL,ZAFIRA-TOURER-ENERGY-CDTI-AUTO,161,diesel,,0.161
85779,VAUXHALL,ZAFIRA-TOURER-ENERGY-CDTI-S/S,129,diesel,,0.129
440645,VAUXHALL,ZAFIRA-TOURER-ENERGY-TURBO,158,PETROL,,0.158
458196,VAUXHALL,ZAFIRA-TOURER-ENERGY-TURBO-A,168,PETROL,,0.168
408763,VAUXHALL,ZAFIRA-TOURER-ENRGY-CDTIECO-SS,119,diesel,,0.119
440685,VAUXHALL,ZAFIRA-TOURER-ES,158,PETROL,,0.158
67302,VAUXHALL,ZAFIRA-TOURER-EX-CDTI-ECO-SS,119,diesel,,0.119
470843,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV,169,PETROL,,0.169
106060,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV-CDTI,134,diesel,,0.134
35189,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV-CDTI-A,161,diesel,,0.161
471062,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV-CDTI-SS,129,diesel,,0.129
470968,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV-TURBO,158,PETROL,,0.158
470873,VAUXHALL,ZAFIRA-TOURER-EXCLUSIV-TURBO-A,168,PETROL,,0.168
470870,VAUXHALL,ZAFIRA-TOURER-SE-CDTI,158,PETROL,,0.158
421611,VAUXHALL,ZAFIRA-TOURER-SE-CDTI-AUTO,161,diesel,,0.161
452599,VAUXHALL,ZAFIRA-TOURER-SE-CDTI-ECOFLXSS,119,diesel,,0.119
478157,VAUXHALL,ZAFIRA-TOURER-SE-CDTI-S/S,137,diesel,,0.137
440686,VAUXHALL,ZAFIRA-TOURER-SE-TURBO,158,PETROL,,0.158
22180,VAUXHALL,ZAFIRA-TOURER-SE-TURBO-AUTO,168,PETROL,,0.168
421606,VAUXHALL,ZAFIRA-TOURER-SRI-CDTI,134,diesel,,0.134
458291,VAUXHALL,ZAFIRA-TOURER-SRI-CDTI-AUTO,161,diesel,,0.161
470845,VAUXHALL,ZAFIRA-TOURER-SRI-CDTI-ECO-S/S,119,diesel,,0.119
471153,VAUXHALL,ZAFIRA-TOURER-SRI-CDTI-S/S,137,diesel,,0.137
489807,VAUXHALL,ZAFIRA-TOURER-SRI-NAV-CDTI-A,161,diesel,,0.161
98864,VAUXHALL,ZAFIRATOURER-SRINAV-CDTIECO-SS,125,diesel,,0.125
470972,VAUXHALL,ZAFIRA-TOURER-SRI-NAV-CDTI-S/S,137,diesel,,0.137
470846,VAUXHALL,ZAFIRA-TOURER-SRI-NAV-TURBO,158,PETROL,,0.158
489806,VAUXHALL,ZAFIRA-TOURER-SRI-NAV-TURBO-A,160,PETROL,,0.16
452346,VAUXHALL,ZAFIRA-TOURER-SRI-TURBO,158,PETROL,,0.158
478156,VAUXHALL,ZAFIRA-TOURER-SRI-TURBO-AUTO,168,PETROL,,0.168
471150,VAUXHALL,ZAFIRA-TOURER-TECH-LINE-CDTI-A,161,diesel,,0.161
61365,VAUXHALL,ZAFIRA-TOURER-TECHLINE-CDTI-SS,137,diesel,,0.137
440524,VAUXHALL,ZAFIRA-TOURER-TECH-LINE-TURBO,158,PETROL,,0.158
478154,VAUXHALL,ZAFIRA-TOURER-TECHLINE-TURBO-A,168,PETROL,,0.168
136619,VAUXHALL,ZAFIRA-TOURER-T-L-CDTI-EFLX-SS,119,diesel,,0.119
236520,VOLKSWAGEN,3CC,127,Diesel,,0.127
244460,VOLKSWAGEN,5N,130,PETROL,,0.13
117067,VOLKSWAGEN,AMAROK,224,DIESEL,,0.224
180304,VOLKSWAGEN,AMEO,122,DIESEL,,0.122
198321,VOLKSWAGEN,ARTEON,253,PETROL,,0.253
447733,VOLKSWAGEN,ATLAS,299,PETROL,,0.299
38283,VOLKSWAGEN,BEETLE,213,PETROL,,0.213
61841,VOLKSWAGEN,BEETLE-/-1.4-/-TSI,131,PETROL,,0.131
61842,VOLKSWAGEN,BEETLE-/-1.4-/-TSI-AUT.,124,PETROL,,0.124
61843,VOLKSWAGEN,BEETLE-/-2.0-/-TDI,117,Diesel,,0.117
61844,VOLKSWAGEN,BEETLE-/-2.0-/-TDI-AUT.,124,Diesel,,0.124
61845,VOLKSWAGEN,BEETLE-CABRIOLET-/-1.4-/-TSI-AUT.,127,PETROL,,0.127
61846,VOLKSWAGEN,BEETLE-CABRIOLET-/-2.0-/-TDI,118,Diesel,,0.118
142885,VOLKSWAGEN,BEETLE-DESIGN-TDI,113,diesel,,0.113
247954,VOLKSWAGEN,BEETLE-DESIGN-TDI-BMOTION-TECH,120,diesel,,0.12
176545,VOLKSWAGEN,BEETLE-DESIGN-TDI-BMT-S-A,130,diesel,,0.13
260713,VOLKSWAGEN,BEETLE-DESIGN-TSI,143,PETROL,,0.143
267258,VOLKSWAGEN,BEETLE-DESIGN-TSI-BMOTION-TECH,138,PETROL,,0.138
170262,VOLKSWAGEN,BEETLE-DESIGN-TSI-BMT-S-A,127,PETROL,,0.127
67055,VOLKSWAGEN,BEETLE-DUNE-TDI-BMOTION-TECH,122,diesel,,0.122
247865,VOLKSWAGEN,BEETLE-DUNE-TDI-BMT-TECH-S-A,130,diesel,,0.13
170269,VOLKSWAGEN,BEETLE-DUNE-TSI-BMOTION-TECH,129,PETROL,,0.129
9579,VOLKSWAGEN,BEETLE-DUNE-TSI-BMT-TECH-S-A,126,PETROL,,0.126
176551,VOLKSWAGEN,BEETLE-R-LINE-TDI-BLUEMOTION,119,diesel,,0.119
248211,VOLKSWAGEN,BEETLE-R-LINE-TDI-BMT,120,diesel,,0.12
215508,VOLKSWAGEN,BEETLE-R-LINE-TDI-BMT-S-A,129,diesel,,0.129
273086,VOLKSWAGEN,BEETLE-SPORT-TDI,129,diesel,,0.129
240262,VOLKSWAGEN,BEETLE-SPORT-TDI-BMOTION-TECH,120,diesel,,0.12
215389,VOLKSWAGEN,BEETLE-SPORT-TDI-BMT-S-A,130,diesel,,0.13
131310,VOLKSWAGEN,BEETLE-SPORT-TSI-BMOTION-TECH,152,PETROL,,0.152
202598,VOLKSWAGEN,BEETLE-SPORT-TSI-BMT-S-A,157,PETROL,,0.157
176544,VOLKSWAGEN,BEETLE-TDI-BLUEMOTION-TECH,115,diesel,,0.115
124650,VOLKSWAGEN,BEETLE-TSI,143,PETROL,,0.143
202599,VOLKSWAGEN,BEETLE-TSI-BLUEMOTION-TECH,129,PETROL,,0.129
9575,VOLKSWAGEN,BEETLE-TURBO-BLACK-TSI-BMT,148,PETROL,,0.148
99057,VOLKSWAGEN,BEETLE-TURBO-BLACK-TSI-BMT-S-A,154,PETROL,,0.154
99058,VOLKSWAGEN,BEETLE-TURBO-SILVER-TSI-BMT,148,PETROL,,0.148
254435,VOLKSWAGEN,BEETLE-TURBO-SILVER-TSI-BMT-SA,154,PETROL,,0.154
49503,VOLKSWAGEN,BORA,172,PETROL,,0.172
66196,VOLKSWAGEN,BORA-C-TREK,185,PETROL,,0.185
203838,VOLKSWAGEN,CADDY,234,NG-BIOMETHANE,,0.234
61847,VOLKSWAGEN,CADDY-/-1.0-/-TSI,123,PETROL,,0.123
61851,VOLKSWAGEN,CADDY-/-1.2-/-TSI,131,PETROL,,0.131
61852,VOLKSWAGEN,CADDY-/-1.4-/-TGI,112,NG-biomethane,,0.112
61853,VOLKSWAGEN,CADDY-/-1.4-/-TSI,135,PETROL,,0.135
61862,VOLKSWAGEN,CADDY-/-1.4-/-TSI-AUT.,133,PETROL,,0.133
61866,VOLKSWAGEN,CADDY-/-2.0-/-TDI,129,Diesel,,0.129
61889,VOLKSWAGEN,CADDY-/-2.0-/-TDI-4M,143,Diesel,,0.143
61893,VOLKSWAGEN,CADDY-/-2.0-/-TDI-4M-AUT.,143,Diesel,,0.143
61900,VOLKSWAGEN,CADDY-/-2.0-/-TDI-AUT.,132,Diesel,,0.132
215455,VOLKSWAGEN,CADDY-C20-LIFE-TDI,149,diesel,,0.149
157428,VOLKSWAGEN,CADDY-C20-LIFE-TDI-S-A,149,diesel,,0.149
260654,VOLKSWAGEN,CADDY-C20-LIFE-TSI,135,diesel,,0.135
